UMPD Case Number,Date Occurred,Report Date,Crime Type,Disposition,LOCATION
2025-00001461,2025-01-03 01:35:00,2025-01-03 01:35:00,Recovered Stolen Motor Vehicle,CBE,Corporal Frank Scott Dr
2025-00001561,2025-01-03 03:46:00,2025-01-03 03:46:00,DWI/DUI,Arrest,University Blvd
2025-00001764,2025-01-03 11:33:00,2025-01-03 13:12:00,Theft,Arrest,4100 block of Valley Dr
2025-00002272,2025-01-04 02:55:00,2025-01-04 02:55:00,DWI/DUI,Arrest,University Blvd
2025-00002744,2025-01-05 00:00:00,2025-01-05 00:00:00,Injured/Sick Person,CBE,7300 block of Baltimore Ave
2025-00003694,2025-01-07 15:51:00,2025-01-07 15:51:00,Theft,Arrest,4200 block of Stadium Dr
2025-00003697,2025-01-07 16:51:00,2025-01-07 16:51:00,Theft,Arrest,7600 block of Regents Dr
2025-00004053,2025-01-08 04:52:00,2025-01-08 04:52:00,Recovered Stolen Property,Arrest,Campus Dr
2025-00004615,2025-01-09 08:30:00,2025-01-09 08:30:00,DWI/DUI,Arrest,Baltimore Ave
2025-00004653,2025-01-09 14:47:00,2025-01-09 14:47:00,Hazardous Condition,CBE,8100 block of Regents Dr
2025-00004663,2024-12-24 08:00:00,2025-01-09 16:50:00,Lost Property,CBE,4300 block of Rowalt Dr
2025-00005348,2025-01-10 08:46:00,2025-01-10 08:46:00,Damage to State Property,CBE,3900 block of Campus Dr
2025-00005393,2025-01-09 08:30:00,2025-01-10 09:58:00,Theft,Unfounded,4200 block of Valley Dr
2025-00005924,2025-01-11 01:01:00,2025-01-11 01:01:00,DWI/DUI,Arrest,7300 block of Baltimore Ave
2025-00006729,2025-01-12 00:42:00,2025-01-12 00:42:00,DWI/DUI,Arrest,University Blvd
2025-00006794,2025-01-12 03:55:00,2025-01-12 03:55:00,DWI/DUI,Arrest,University Blvd
2025-00006795,2025-01-12 04:38:00,2025-01-12 04:38:00,Warrant/Summons Service,Arrest,7100 block of 51st Ave
2025-00007461,2024-12-09 17:00:00,2025-01-13 05:56:00,Theft,Investigation Pending,3900 block of Campus Dr
2025-00007726,2025-01-13 15:44:00,2025-01-13 15:44:00,Injured/Sick Person,CBE,7300 block of River Rd
2025-00007807,2025-01-13 16:54:00,2025-01-13 16:54:00,Disorderly Conduct,Arrest,8500 block of Paint Branch Dr
2025-00007896,2025-01-13 18:35:00,2025-01-13 18:52:00,Assist Other Agency,CBE,7400 block of Baltimore Ave
2025-00008368,2025-01-13 10:30:00,2025-01-14 10:26:00,Theft,Unfounded,4200 block of Valley Dr
2025-00008454,2025-01-14 16:20:00,2025-01-14 16:20:00,Other Incident,CBE,8000 block of Regents Dr
2025-00009161,2025-01-15 15:51:00,2025-01-15 15:51:00,Other Incident,CBE,4200 block of Stadium Dr
2025-00009634,2025-01-16 02:31:00,2025-01-16 02:31:00,DWI/DUI,Arrest,University Blvd
2025-00009937,2025-01-15 10:30:00,2025-01-16 10:40:00,Theft,Investigation Pending,8200 block of Paint Branch Dr
2025-00010536,2025-01-17 01:54:00,2025-01-17 01:54:00,DWI/DUI,Arrest,University Blvd
2025-00010725,2025-01-15 17:56:00,2025-01-17 08:35:00,Stolen Motor Vehicle,Investigation Pending,7500 block of Mowatt Ln
2025-00011238,2025-01-18 00:37:00,2025-01-18 00:37:00,DWI/DUI,Arrest,Adelphi Rd
2025-00011482,2025-01-18 12:05:00,2025-01-18 12:05:00,Other Incident,CBE,Paint Branch Dr
2025-00011513,2025-01-18 13:56:00,2025-01-18 13:56:00,Injured Officer,Active/Pending,7500 block of Baltimore Ave
2025-00011728,2025-01-18 23:50:00,2025-01-18 23:50:00,DWI/DUI,Arrest,Lot 1b
2025-00011954,2025-01-19 05:56:00,2025-01-19 05:56:00,DWI/DUI,Arrest,Knox Rd
2025-00011955,2025-01-19 06:53:00,2025-01-19 06:53:00,Damage to State Property,Active/Pending,4100 block of Terrapin Trl
2025-00012980,2025-01-20 15:04:00,2025-01-20 15:20:00,Hazardous Condition,Active/Pending,4200 block of Campus Dr
2025-00013355,2025-01-20 23:29:00,2025-01-20 23:29:00,DWI/DUI,Arrest,University Blvd
2025-00013733,2025-01-15 08:35:00,2025-01-21 13:05:00,Theft,Summons Issued,7500 block of Baltimore Ave
2025-00013860,2025-01-21 18:12:00,2025-01-21 18:12:00,Recovered Stolen Property,CBE,Greenbelt Rd
2025-00014079,2025-01-22 00:05:00,2025-01-22 00:05:00,DWI/DUI,Arrest,University Blvd
2025-00014830,2025-01-23 02:19:00,2025-01-23 02:19:00,DWI/DUI,Arrest,University Blvd
2025-00015121,2025-01-23 13:15:00,2025-01-23 13:17:00,Damage to State Property,CBE,7500 block of Calvert Service Ln
2025-00015146,2025-01-23 14:34:00,2025-01-23 14:34:00,Damage to State Property,CBE,8400 block of Paint Branch Dr
2025-00015713,2025-01-24 03:27:00,2025-01-24 03:27:00,Vandalism,Investigation Pending,3400 block of Tulane Dr
2025-00015847,2025-01-16 16:15:00,2025-01-24 11:44:00,Lost Property,Unfounded,3900 block of Campus Dr
2025-00016188,2025-01-24 18:58:00,2025-01-24 19:04:00,Injured/Sick Person,CBE,4100 block of Valley Dr
2025-00017067,2025-01-25 22:55:00,2025-01-25 22:55:00,Injured/Sick Person,CBE,Knox Rd
2025-00017446,2024-12-20 21:30:00,2025-01-26 10:25:00,Theft,Investigation Pending,4100 block of Stadium Dr
2025-00017747,2025-01-26 21:23:00,2025-01-26 21:23:00,CDS Violation,CBE,Lot 2a
2025-00018086,2025-01-27 08:55:00,2025-01-27 08:58:00,Injured/Sick Person,CBE,Frat Row
2025-00018143,2024-07-16 10:00:00,2025-01-27 10:26:00,Harassment/Stalking,Unfounded,7700 block of Adelphi Rd
2025-00018324,2025-01-27 14:39:00,2025-01-27 14:39:00,Injured/Sick Person,CBE,8400 block of Boteler Ln
2025-00018327,2025-01-26 21:00:00,2025-01-27 14:45:00,Theft,Investigation Pending,7500 block of Calvert Service Ln
2025-00018436,2025-01-14 00:00:00,2025-01-27 16:22:00,Title IX Incident Non Criminal,Active/Pending,4200 block of Farm Dr
2025-00019006,2025-01-28 05:52:00,2025-01-28 05:52:00,Injured/Sick Person,CBE,4200 block of Valley Dr
2025-00019166,2025-01-28 10:20:00,2025-01-28 10:52:00,Assist Other Agency,CBE,Greenbelt Rd
2025-00019205,2025-01-28 12:30:00,2025-01-28 12:54:00,Accident,CBE,4200 block of Campus Dr
2025-00019226,2025-01-28 13:50:00,2025-01-28 14:42:00,Theft,Investigation Pending,4200 block of Campus Dr
2025-00019356,2025-01-28 11:00:00,2025-01-28 17:19:00,Theft,Investigation Pending,8200 block of Paint Branch Dr
2025-00019424,2024-06-17 07:00:00,2025-01-28 18:52:00,Sex Offense,Juvenile Arrest,4000 block of Campus Dr
2025-00019867,2025-01-26 06:00:00,2025-01-29 05:57:00,Dept Property Damage/Loss,CBE,7500 block of Baltimore Ave
2025-00020063,2024-08-01 00:00:00,2025-01-29 11:37:00,Theft,Investigation Pending,8400 block of Baltimore Ave
2025-00020067,2025-01-28 23:30:00,2025-01-29 12:03:00,Theft,Unfounded,7000 block of Preinkert Dr
2025-00020104,2025-01-28 20:56:00,2025-01-29 13:30:00,Theft,Warrant Issued,7500 block of Mowatt Ln
2025-00020137,2024-12-16 16:00:00,2025-01-29 15:03:00,Theft,Investigation Pending,4000 block of Stadium Dr
2025-00020292,2025-01-29 21:40:00,2025-01-29 21:40:00,Injured/Sick Person,CBE,4200 block of Valley Dr
2025-00020487,2025-01-30 00:19:00,2025-01-30 00:19:00,CDS Violation,Arrest,3900 block of Denton Service Ln
2025-00020676,2025-01-30 07:01:00,2025-01-30 07:01:00,Injured/Sick Person,CBE,Farm Dr
2025-00020774,2025-01-30 09:30:00,2025-01-30 09:37:00,Injured/Sick Person,CBE,8100 block of Paint Branch Dr
2025-00020883,2025-01-30 17:13:00,2025-01-30 17:13:00,Fire,CBE,7600 block of Regents Dr
2025-00021120,2025-01-30 23:00:00,2025-01-30 23:00:00,Disorderly Conduct,Arrest,Princeton Ave
2025-00021239,2025-01-31 01:39:00,2025-01-31 01:39:00,Injured/Sick Person,CBE,3900 block of Denton Service Ln
2025-00021486,2025-01-31 00:01:00,2025-01-31 06:58:00,Damage to State Property,CBE,3800 block of Campus Dr
2025-00021530,2025-01-31 08:15:00,2025-01-31 09:06:00,Suspicious Activity,CBE,4000 block of Union Dr
2025-00021606,2025-01-31 11:03:00,2025-01-31 11:08:00,Theft,Arrest,4100 block of Campus Dr
2025-00021662,2024-09-09 12:00:00,2025-01-31 13:47:00,Other Incident,CBE,3800 block of Campus Dr
2025-00021672,2025-01-30 16:00:00,2025-01-31 14:37:00,Theft,Unfounded,4000 block of Campus Dr
2025-00021679,2025-01-27 17:15:00,2025-01-31 16:00:00,Theft,Investigation Pending,3400 block of Tulane Dr
2025-00021922,2025-01-31 19:37:00,2025-01-31 19:37:00,Injured/Sick Person,CBE,4100 block of Valley Dr
2025-00022047,2025-01-31 23:06:00,2025-01-31 23:06:00,Injured/Sick Person,CBE,8100 block of La Plata Dr
2025-00022189,2025-01-31 23:31:00,2025-02-01 01:23:00,Damage to State Property,CBE,7500 block of Mowatt Ln
2025-00022462,2025-02-01 07:46:00,2025-02-01 07:46:00,Injured/Sick Person,CBE,7600 block of Regents Dr
2025-00022639,2025-01-30 12:00:00,2025-02-01 13:41:00,Vandalism,Investigation Pending,4100 block of Campus Dr
2025-00022713,2025-02-01 15:15:00,2025-02-01 15:48:00,Suspicious Activity,CBE,4500 block of Knox Rd
2025-00023011,2025-02-01 17:30:00,2025-02-01 22:29:00,Injured/Sick Person,CBE,4100 block of Stadium Dr
2025-00023633,2025-01-26 19:00:00,2025-02-02 15:14:00,Theft,Arrest,7500 block of Mowatt Ln
2025-00024219,2025-02-03 04:29:00,2025-02-03 04:29:00,DWI/DUI,Arrest,Yale Ave
2025-00024348,2025-01-31 16:30:00,2025-02-03 09:16:00,Damage to State Property,CBE,3900 block of Denton Service Ln
2025-00024377,2023-09-12 10:00:00,2025-02-03 10:00:00,Fraud,Investigation Pending,3500 block of University Blvd
2025-00024456,2025-02-03 11:00:00,2025-02-03 11:48:00,Theft,Active/Pending,4200 block of Stadium Dr
2025-00024534,2025-02-03 10:55:00,2025-02-03 15:00:00,Theft,Arrest,8100 block of Paint Branch Dr
2025-00024615,2025-02-03 16:02:00,2025-02-03 16:02:00,Emergency Petition,CBE,4200 block of Chapel Ln
2025-00024644,2025-02-03 16:39:00,2025-02-03 16:39:00,Assist Other Agency,CBE,4300 block of Knox Rd
2025-00025361,2025-02-04 09:22:00,2025-02-04 09:22:00,Injured/Sick Person,CBE,8100 block of La Plata Dr
2025-00025424,2025-02-04 13:00:00,2025-02-04 13:00:00,Injured/Sick Person,CBE,4200 block of Stadium Dr
2025-00025426,2025-02-04 13:11:00,2025-02-04 13:11:00,Injured/Sick Person,CBE,3900 block of Campus Dr
2025-00025479,2025-01-31 10:00:00,2025-02-04 14:32:00,Theft,Investigation Pending,8000 block of Hagerstown Dr
2025-00025497,2025-02-04 15:30:00,2025-02-04 15:35:00,Pedestrian Struck,Active/Pending,7700 block of Alumni Dr
2025-00026274,2025-02-05 08:47:00,2025-02-05 08:47:00,Damage to State Property,CBE,4100 block of Campus Dr
2025-00026440,2025-02-04 15:15:00,2025-02-05 15:06:00,Theft,Unfounded,4200 block of Campus Dr
2025-00026488,2025-02-05 16:04:00,2025-02-05 16:04:00,Injured/Sick Person,CBE,3900 block of Campus Dr
2025-00026981,2025-01-30 12:00:00,2025-02-06 04:26:00,Theft,Investigation Pending,8100 block of La Plata Dr
2025-00027148,2025-02-05 16:48:00,2025-02-06 10:11:00,Theft,Investigation Pending,4200 block of Campus Dr
2025-00027279,2025-02-05 18:00:00,2025-02-06 14:19:00,Injured/Sick Person,CBE,7600 block of Baltimore Ave
2025-00027304,2025-02-06 13:45:00,2025-02-06 15:58:00,Suspicious Activity,Active/Pending,Lot L
2025-00027520,2025-02-06 20:06:00,2025-02-06 20:06:00,Injured/Sick Person,CBE,4000 block of Campus Dr
2025-00027759,2025-02-07 00:18:00,2025-02-07 00:18:00,DWI/DUI,Arrest,Stanford St
2025-00027987,2025-02-07 04:09:00,2025-02-07 04:09:00,Title IX Incident Non Criminal,CBE,4000 block of Stadium Dr
2025-00028187,2025-02-05 10:00:00,2025-02-07 09:22:00,Theft,Investigation Pending,7700 block of Alumni Dr
2025-00028334,2025-02-07 13:58:00,2025-02-07 13:58:00,Injured/Sick Person,CBE,7400 block of Princeton Ave
2025-00028991,2025-02-08 03:01:00,2025-02-08 03:01:00,Injured/Sick Person,CBE,8000 block of Regents Dr
2025-00029172,2025-02-08 00:01:00,2025-02-08 12:00:00,Vandalism,Unfounded,8100 block of La Plata Dr
2025-00029185,2024-01-23 10:00:00,2025-02-08 12:50:00,Other Incident,Active/Pending,4100 block of Stadium Dr
2025-00029206,2025-02-07 14:00:00,2025-02-08 13:37:00,Theft,Warrant Issued,7500 block of Calvert Service Ln
2025-00029669,2025-02-08 21:40:00,2025-02-08 23:41:00,Injured/Sick Person,CBE,4600 block of Rossborough Ln
2025-00029670,2025-02-08 23:43:00,2025-02-08 23:43:00,Injured/Sick Person,CBE,4200 block of Farm Dr
2025-00029737,2025-02-09 01:57:00,2025-02-09 01:57:00,DWI/DUI,Arrest,University Blvd
2025-00029756,2025-02-09 02:29:00,2025-02-09 02:29:00,Injured/Sick Person,CBE,4600 block of Hotel Dr
2025-00030115,2025-02-09 14:37:00,2025-02-09 14:37:00,Recovered Stolen Property,CBE,7500 block of Regents Dr
2025-00030120,2025-02-08 19:00:00,2025-02-09 15:21:00,Theft,Investigation Pending,8000 block of Hagerstown Dr
2025-00030128,2025-02-09 12:00:00,2025-02-09 15:31:00,Theft,Investigation Pending,8500 block of Paint Branch Dr
2025-00030333,2025-02-09 22:30:00,2025-02-09 22:49:00,Damage to State Property,CBE,4000 block of Stadium Dr
2025-00030527,2025-02-10 02:26:00,2025-02-10 02:26:00,DWI/DUI,Arrest,Adelphi Rd
2025-00031095,2025-02-10 11:15:00,2025-02-10 13:12:00,Theft,Unfounded,4100 block of Campus Dr
2025-00031300,2025-02-10 16:55:00,2025-02-10 17:01:00,Injured/Sick Person,CBE,4100 block of Stadium Dr
2025-00031401,2025-02-10 18:38:00,2025-02-10 20:13:00,Suspicious Activity,CBE,3900 block of Denton Service Ln
2025-00031428,2025-02-09 00:00:00,2025-02-10 21:08:00,Sex Offense,Unfounded,3900 block of Denton Service Ln
2025-00032211,2025-02-11 13:45:00,2025-02-11 15:35:00,Theft,Investigation Pending,8500 block of Paint Branch Dr
2025-00032373,2025-02-11 17:00:00,2025-02-11 17:16:00,Other Incident,CBE,4200 block of Valley Dr
2025-00032388,2025-02-11 17:51:00,2025-02-11 17:51:00,Disorderly Conduct,CBE,College Ave
2025-00032424,2025-02-11 20:10:00,2025-02-11 20:57:00,Injured/Sick Person,CBE,8100 block of La Plata Dr
2025-00032432,2025-02-11 22:50:00,2025-02-11 22:50:00,Vandalism,Investigation Pending,3900 block of Denton Service Ln
2025-00032436,2025-02-11 17:00:00,2025-02-11 22:53:00,Injured/Sick Person,CBE,7500 block of Baltimore Ave
2025-00032537,2025-02-12 09:30:00,2025-02-12 10:12:00,Injured/Sick Person,CBE,7500 block of Calvert Service Ln
2025-00032721,2025-02-12 16:42:00,2025-02-12 16:42:00,Injured/Sick Person,CBE,4200 block of Farm Dr
2025-00034247,2025-02-14 00:12:00,2025-02-14 00:12:00,Warrant/Summons Service,Arrest,University Blvd
2025-00034303,2025-02-14 01:20:00,2025-02-14 01:20:00,Injured/Sick Person,CBE,4000 block of Stadium Dr
2025-00034306,2025-02-14 01:30:00,2025-02-14 01:30:00,DWI/DUI,Arrest,Adelphi Rd
2025-00034487,2025-02-14 05:23:00,2025-02-14 05:23:00,Damaged Property,CBE,7100 block of Preinkert Dr
2025-00034681,2025-02-14 11:57:00,2025-02-14 11:57:00,Emergency Petition,CBE,4300 block of Knox Rd
2025-00034695,2025-02-14 13:00:00,2025-02-14 13:11:00,Damage to State Property,CBE,8000 block of Regents Dr
2025-00034986,2025-02-14 20:57:00,2025-02-14 21:08:00,Assist Other Agency,Active/Pending,8200 block of Baltimore Ave
2025-00035052,2025-02-14 22:27:00,2025-02-14 22:27:00,Weapon Violation,Arrest,8100 block of Baltimore Ave
2025-00035547,2025-02-15 01:30:00,2025-02-15 10:42:00,Assist Other Agency,CBE,8400 block of Baltimore Ave
2025-00035900,2025-02-16 00:01:00,2025-02-16 00:01:00,Injured/Sick Person,CBE,4300 block of Knox Rd
2025-00035909,2025-02-16 00:09:00,2025-02-16 00:13:00,Warrant/Summons Service,Arrest,Baltimore Ave
2025-00036014,2025-02-16 02:17:00,2025-02-16 02:22:00,Assist Other Agency,CBE,4700 block of Berwyn House Rd
2025-00036018,2025-02-16 02:45:00,2025-02-16 02:45:00,DWI/DUI,Arrest,Adelphi Rd
2025-00036045,2025-02-16 04:41:00,2025-02-16 04:41:00,Emergency Petition,CBE,3900 block of Denton Service Ln
2025-00036311,2023-07-01 00:00:00,2025-02-16 14:12:00,Other Incident,CBE,8000 block of Boteler Ln
2025-00036351,2025-02-16 16:04:00,2025-02-16 16:04:00,Injured/Sick Person,CBE,8500 block of Paint Branch Dr
2025-00036386,2025-02-16 16:29:00,2025-02-16 16:29:00,Other Incident,CBE,Regents Dr
2025-00036436,2025-02-16 17:13:00,2025-02-16 17:13:00,Dept Property Damage/Loss,CBE,Lot 11b
2025-00036653,2025-02-16 23:19:00,2025-02-16 23:19:00,Injured/Sick Person,CBE,8100 block of La Plata Dr
2025-00036694,2025-02-17 00:58:00,2025-02-17 00:58:00,Vandalism,Investigation Pending,7500 block of Mowatt Ln
2025-00036724,2025-02-17 01:23:00,2025-02-17 01:23:00,Emergency Petition,CBE,6900 block of Preinkert Dr
2025-00036749,2025-02-17 02:25:00,2025-02-17 02:25:00,Assist Other Agency,Active/Pending,8000 block of Boteler Ln
2025-00036917,2025-02-15 00:00:00,2025-02-17 07:24:00,Vandalism,Investigation Pending,8200 block of Paint Branch Dr
2025-00036977,2025-02-14 05:26:00,2025-02-17 08:18:00,Theft from Auto,Investigation Pending,5600 block of Rivertech Ct
2025-00037069,2025-02-17 09:30:00,2025-02-17 10:17:00,Injured/Sick Person,CBE,4200 block of Valley Dr
2025-00037132,2025-01-21 12:00:00,2025-02-17 11:37:00,Dept Property Damage/Loss,CBE,7500 block of Baltimore Ave
2025-00037198,2025-02-06 20:05:00,2025-02-17 14:06:00,Suspicious Activity,Investigation Pending,8000 block of Regents Dr
2025-00037316,2025-02-17 12:15:00,2025-02-17 16:44:00,Vandalism,Investigation Pending,Lot 4B
2025-00037338,2025-02-17 15:00:00,2025-02-17 17:18:00,Lost Property,CBE,8300 block of Baltimore Ave
2025-00038021,2025-02-03 12:37:00,2025-02-18 11:20:00,Theft,Investigation Pending,6900 block of Preinkert Dr
2025-00038424,2025-02-18 17:00:00,2025-02-18 21:04:00,Fraud,Investigation Pending,3400 block of Tulane Dr
2025-00038701,2025-02-19 01:50:00,2025-02-19 01:50:00,DWI/DUI,Arrest,Stadium Dr
2025-00038942,2025-02-18 19:15:00,2025-02-19 09:26:00,Lost Property,CBE,4100 block of Campus Dr
2025-00039024,2025-02-01 06:00:00,2025-02-19 12:35:00,Theft from Auto,Investigation Pending,"Lot J1, Police Impound Lot"
2025-00039321,2025-02-19 17:30:00,2025-02-19 18:30:00,Injured/Sick Person,CBE,8000 block of Hagerstown Dr
2025-00039402,2025-02-19 21:39:00,2025-02-19 21:39:00,Injured/Sick Person,CBE,4100 block of Campus Dr
2025-00040031,2025-02-20 11:15:00,2025-02-20 11:15:00,Injured/Sick Person,CBE,Anacostia Building at 1 Physics Ellipse
2025-00040057,2025-02-20 12:00:00,2025-02-20 12:50:00,Suspicious Activity,CBE,3900 block of Campus Dr
2025-00040066,2024-12-01 07:00:00,2025-02-20 13:33:00,Harassment/Stalking,Investigation Pending,7800 block of Regents Dr
2025-00040079,2025-02-20 14:00:00,2025-02-20 16:28:00,Theft,Investigation Pending,3800 block of Campus Dr
2025-00040080,2025-02-20 16:32:00,2025-02-20 16:32:00,Assault,Arrest,7600 block of Library Ln
2025-00040297,2025-02-20 20:30:00,2025-02-20 20:42:00,Assist Other Agency,CBE,Baltimore Ave
2025-00040300,2025-02-20 21:00:00,2025-02-20 21:11:00,Accident,Investigation Pending,Paint Branch Dr
2025-00040353,2025-02-20 18:00:00,2025-02-20 23:06:00,Theft,Unfounded,3900 block of Campus Dr
2025-00040860,2025-02-21 08:25:00,2025-02-21 08:34:00,Injured/Sick Person,CBE,4200 block of Farm Dr
2025-00041256,2025-02-21 19:27:00,2025-02-21 19:27:00,Injured/Sick Person,CBE,4600 block of Hotel Dr
2025-00041383,2025-02-21 22:42:00,2025-02-21 22:42:00,Emergency Petition,CBE,3900 block of Campus Dr
2025-00041519,2025-02-22 00:50:00,2025-02-22 00:59:00,Injured/Sick Person,CBE,8000 block of La Plata Dr
2025-00041574,2025-02-22 02:11:00,2025-02-22 02:11:00,Injured/Sick Person,CBE,8500 block of Boteler Ln
2025-00041582,2025-02-22 02:31:00,2025-02-22 02:31:00,DWI/DUI,Arrest,Lot F
2025-00042138,2025-02-22 17:55:00,2025-02-22 17:57:00,Injured/Sick Person,CBE,4100 block of Valley Dr
2025-00042198,2025-02-22 19:50:00,2025-02-22 19:54:00,Injured/Sick Person,CBE,4100 block of Valley Dr
2025-00042313,2025-02-22 22:15:00,2025-02-22 22:15:00,Emergency Petition,CBE,7000 block of Preinkert Dr
2025-00042392,2025-02-23 01:00:00,2025-02-23 01:00:00,Injured/Sick Person,CBE,4500 block of Knox Rd
2025-00042441,2025-02-23 01:50:00,2025-02-23 01:50:00,DWI/DUI,Arrest,Baltimore Ave
2025-00042461,2025-02-23 02:28:00,2025-02-23 02:28:00,Domestic,CBE,8000 block of Boteler Ln
2025-00042477,2025-02-23 03:49:00,2025-02-23 03:49:00,DWI/DUI,Arrest,University Blvd
2025-00042479,2025-02-23 04:00:00,2025-02-23 04:00:00,Injured/Sick Person,CBE,7000 block of Preinkert Dr
2025-00042618,2025-02-23 09:40:00,2025-02-23 09:46:00,Injured/Sick Person,CBE,7600 block of Regents Dr
2025-00042979,2025-02-21 23:30:00,2025-02-23 19:09:00,Assist Other Agency,Active/Pending,7300 block of Baltimore Ave
2025-00043005,2025-02-23 00:00:00,2025-02-23 20:17:00,Vandalism,Unfounded,3900 block of Denton Service Ln
2025-00043099,2025-02-23 22:45:00,2025-02-23 22:56:00,Other Incident,CBE,4100 block of Union Ln
2025-00043130,2025-02-23 23:37:00,2025-02-23 23:37:00,Trespassing,Arrest,3900 block of Campus Dr
2025-00043762,2025-01-28 17:30:00,2025-02-24 11:41:00,Theft,Investigation Pending,4100 block of Valley Dr
2025-00043881,2025-02-24 14:26:00,2025-02-24 14:26:00,Theft,Arrest,8400 block of Boteler Ln
2025-00043946,2025-02-24 17:35:00,2025-02-24 17:35:00,Damage to State Property,Active/Pending,7500 block of Yale Ave
2025-00043976,2025-02-24 20:40:00,2025-02-24 20:40:00,Reckless Endangerment,Arrest,7300 block of Baltimore Ave
2025-00043989,2025-02-24 21:28:00,2025-02-24 21:28:00,Damaged Property,CBE,"Capital One Field, Football Stadium, SECU Stadium"
2025-00044377,2025-02-25 08:14:00,2025-02-25 08:14:00,Injured/Sick Person,CBE,4100 block of Stadium Dr
2025-00044667,2025-02-25 12:07:00,2025-02-25 12:07:00,Suspicious Person/Auto,CBE,3800 block of Stadium Dr
2025-00044755,2025-02-25 14:40:00,2025-02-25 14:40:00,Indecent Exposure,Arrest,7600 block of Library Ln
2025-00046715,2025-02-25 15:38:00,2025-02-25 15:38:00,Sex Offense,Arrest,3900 block of Campus Dr
